State_Name,Year,District,Total_Count,Amount
Mizoram,2020,champhai district,41622,125802368.81742921
Mizoram,2020,kolasib district,62756,148173966.011832
Mizoram,2020,lawngtlai district,94599,240424244.55272782
Mizoram,2020,lunglei district,119781,307705980.9343566
Mizoram,2020,mamit district,66070,122710101.78704062
Mizoram,2020,saiha district,26996,100057297.96720879
Mizoram,2020,serchhip district,43092,99446083.04124178
Mizoram,2021,aizawl district,999008,3131887343.5349197
Mizoram,2021,champhai district,73985,276663182.5164808
Mizoram,2021,kolasib district,114136,335177392.815382
Mizoram,2021,lawngtlai district,162440,500089690.56707585
Mizoram,2021,lunglei district,204265,609632189.3299813
Mizoram,2021,mamit district,90565,245790835.64995596
Mizoram,2021,saiha district,41839,174002992.5268348
Mizoram,2021,serchhip district,69535,195150825.04239425
Mizoram,2022,aizawl district,1449874,4402341009.227337
Mizoram,2022,champhai district,117844,404866802.2664342
Mizoram,2022,kolasib district,187238,535178756.7206991
Mizoram,2022,lawngtlai district,221012,693103286.7504936
Mizoram,2022,lunglei district,323091,949316840.3680763
Mizoram,2022,mamit district,139277,384010542.92012763
Mizoram,2022,saiha district,65240,280778547.4747304
Mizoram,2022,serchhip district,98130,282926442.32325584
Mizoram,2023,aizawl district,1781603,4372193666.0
Mizoram,2023,champhai district,179203,535920865.0
Mizoram,2023,kolasib district,351371,875793877.0
Mizoram,2023,lawngtlai district,332645,983482488.0
Mizoram,2023,lunglei district,417674,1092774457.0
Mizoram,2023,mamit district,229432,592959225.0
Mizoram,2023,saiha district,115131,410595102.0
Mizoram,2023,serchhip district,164879,389839870.0
Nagaland,2018,dimapur district,162636,441651001.8900041
Nagaland,2018,kiphire district,4287,7440227.695860628
Nagaland,2018,kohima district,75111,210191626.2340771
Nagaland,2018,longleng district,2567,4041547.6983601484
Nagaland,2018,mokokchung district,25818,47999114.75860812
Nagaland,2018,mon district,16837,44550686.73858931
Nagaland,2018,peren district,5158,14638486.233289469
Nagaland,2018,phek district,10021,15354846.78581246
Nagaland,2018,tuensang district,14950,31327930.92794563
Nagaland,2018,wokha district,12766,19898629.745022766
Nagaland,2018,zunheboto district,11997,24043580.74113252
Nagaland,2019,dimapur district,427321,1189251352.7946658
Nagaland,2019,kiphire district,15256,30466823.197603397
Nagaland,2019,kohima district,178832,489707870.3731589
Nagaland,2019,longleng district,9479,19967489.299399544
Nagaland,2019,mokokchung district,62653,131962645.62914361
Nagaland,2019,mon district,61007,151385358.9484676
Nagaland,2019,peren district,14829,32059096.649074163
Nagaland,2019,phek district,30333,68061315.94438419
Nagaland,2019,tuensang district,32411,77470281.09348725
Nagaland,2019,wokha district,32219,63267497.40344876
Nagaland,2019,zunheboto district,72040,193902273.30018747
Nagaland,2020,dimapur district,1192641,3733890395.8909936
Nagaland,2020,kiphire district,45075,104344782.26721609
Nagaland,2020,kohima district,485363,1363152606.1658268
Nagaland,2020,longleng district,36057,77419765.1744624
Nagaland,2020,mokokchung district,148960,318758401.4962132
Nagaland,2020,mon district,175717,364470827.06206554
Nagaland,2020,peren district,46933,91125198.23988003
Nagaland,2020,phek district,89602,191981989.50701436
Nagaland,2020,tuensang district,88359,228346252.56389794
Nagaland,2020,wokha district,95065,177877796.28741306
Nagaland,2020,zunheboto district,75989,163820532.14466858
Nagaland,2021,dimapur district,2750222,8506463351.567114
Nagaland,2021,kiphire district,52990,186091467.25763088
Nagaland,2021,kohima district,1232854,3238245682.7152233
Nagaland,2021,longleng district,56569,178715068.32223415
Nagaland,2021,mokokchung district,231638,646287783.3546004
Nagaland,2021,mon district,212088,707157751.8650755
Nagaland,2021,peren district,70507,204408221.854186
Nagaland,2021,phek district,138222,453752675.59614336
Nagaland,2021,tuensang district,118601,427022496.17188364
Nagaland,2021,wokha district,142097,375975679.3083061
Nagaland,2021,zunheboto district,89175,266124902.5245886
Nagaland,2022,dimapur district,5174059,14305030437.150991
Nagaland,2022,kiphire district,77178,258779065.99450406
Nagaland,2022,kohima district,1553097,4186050661.482543
Nagaland,2022,longleng district,67588,212088394.0485147
Nagaland,2022,mokokchung district,306233,980844069.2420759
Nagaland,2022,mon district,281256,947448555.5778075
Nagaland,2022,peren district,97784,308251614.66516757
Nagaland,2022,phek district,181364,611406850.7004247
Nagaland,2022,tuensang district,174527,652056131.564937
Nagaland,2022,wokha district,292678,770939504.7763848
Nagaland,2022,zunheboto district,121835,386708652.0775512
Nagaland,2023,dimapur district,5256239,13628128566.0
Nagaland,2023,kiphire district,113149,350434780.0
Nagaland,2023,kohima district,1536226,4046314558.0
Nagaland,2023,longleng district,88006,263583621.0
Nagaland,2023,mokokchung district,458954,1332306686.0
Nagaland,2023,mon district,439302,1333094740.0
Nagaland,2023,peren district,151474,427768208.0
Nagaland,2023,phek district,238952,808144145.0
Nagaland,2023,tuensang district,256194,908451274.0
Nagaland,2023,wokha district,331848,876633159.0
Nagaland,2023,zunheboto district,159558,477237100.0
Odisha,2018,anugul district,1805603,1762431212.6382885
Odisha,2018,balangir district,1075273,1336141661.2048094
Odisha,2018,baleshwar district,6924125,5234573013.903483
Odisha,2018,bargarh district,1093291,964646112.054579
Odisha,2018,bhadrak district,3160750,2704752098.1689076
Odisha,2018,boudh district,313940,268674183.95868534
Odisha,2018,cuttack district,6040687,5043770424.691926
Odisha,2018,deogarh district,208829,185543053.7728235
Odisha,2018,dhenkanal district,2704458,1807538231.5458956
Odisha,2018,gajapati district,236975,316931790.7207761
Odisha,2018,ganjam district,3952564,4261334462.36935
Odisha,2018,jagatsinghapur district,2222157,1524097860.2232022
Odisha,2018,jajapur district,4004626,2907116950.782125
Odisha,2018,jharsuguda district,865412,1436450808.1957679
Odisha,2018,kalahandi district,866869,809469742.1287718
Odisha,2018,kandhamal district,266518,353016832.54669076
Odisha,2018,kendrapara district,2020006,1460763632.084816
Odisha,2018,kendujhar district,2636089,2551522933.1409335
Odisha,2018,khordha district,11727599,11949938269.98461
Odisha,2018,koraput district,569387,1010765059.0288241
Odisha,2018,malkangiri district,113153,222496700.04786283
Odisha,2018,mayurbhanj district,2196737,1948223609.158854
Odisha,2018,nabarangpur district,237929,420726634.81284606
Odisha,2018,nayagarh district,2175270,1401197434.607334
Odisha,2018,nuapada district,205727,265934339.4612311
Odisha,2018,puri district,3189218,2359960183.6407385
Odisha,2018,rayagada district,500682,794076258.2844197
Odisha,2018,sambalpur district,1332366,1540459833.228315
Odisha,2018,sonepur district,834393,642646101.1499395
Odisha,2018,sundargarh district,1682285,2155128470.1163945
Odisha,2019,anugul district,3963317,5499927212.994437
Odisha,2019,balangir district,1993063,3563711693.761942
Odisha,2019,baleshwar district,9064776,8655385128.821964
Odisha,2019,bargarh district,1881057,2637009651.5890207
Odisha,2019,bhadrak district,5057756,5577033596.124155
Odisha,2019,boudh district,694832,848765436.304682
Odisha,2019,cuttack district,14763558,16750724379.604162
Odisha,2019,deogarh district,397661,548801972.0691746
Odisha,2019,dhenkanal district,4061264,4018469734.5445547
Odisha,2019,gajapati district,731961,1291620329.2125077
Odisha,2019,ganjam district,8156180,13294219462.874714
Odisha,2019,jagatsinghapur district,3765176,4170119440.41275
Odisha,2019,jajapur district,7602946,8193488203.733499
Odisha,2019,jharsuguda district,2069255,3443535144.1844134
Odisha,2019,kalahandi district,1794149,2886474982.4190493
Odisha,2019,kandhamal district,671549,1157582742.533162
Odisha,2019,kendrapara district,3616668,4157599498.546859
Odisha,2019,kendujhar district,5135693,6155247437.060022
Odisha,2019,khordha district,69110676,89035347131.3763
Odisha,2019,koraput district,1429209,3357829679.44427
Odisha,2019,malkangiri district,357278,843107290.224123
Odisha,2019,mayurbhanj district,3275239,3812087596.4786973
Odisha,2019,nabarangpur district,635400,1454927262.965678
Odisha,2019,nayagarh district,3084951,3024279335.7723684
Odisha,2019,nuapada district,470779,922291867.1757662
Odisha,2019,puri district,5813075,6378283891.33205
Odisha,2019,rayagada district,1547525,3128635447.6145234
Odisha,2019,sambalpur district,3319615,4371747819.548182
Odisha,2019,sonepur district,1218515,1530198097.0698583
Odisha,2019,sundargarh district,4278748,6547482327.853911
Odisha,2020,anugul district,6831727,13398786003.024256
Odisha,2020,balangir district,3940716,8571886086.91135
Odisha,2020,baleshwar district,11357853,19710668388.093716
Odisha,2020,bargarh district,3341170,6866621622.744786
Odisha,2020,bhadrak district,7896550,13560854875.039078
Odisha,2020,boudh district,1020371,2283871724.714393
Odisha,2020,cuttack district,20699358,33762566110.89459
Odisha,2020,deogarh district,721461,1473945180.5496883
Odisha,2020,dhenkanal district,5602299,9751652853.014431
Odisha,2020,gajapati district,1749786,4053952904.889145
Odisha,2020,ganjam district,15112693,32025237253.1019
Odisha,2020,jagatsinghapur district,6556374,11051572000.446175
Odisha,2020,jajapur district,11839072,20208383976.86071
Odisha,2020,jharsuguda district,4150696,7570945370.6749935
Odisha,2020,kalahandi district,3823442,7587998369.735592
Odisha,2020,kandhamal district,2010151,4196459134.693752
Odisha,2020,kendrapara district,6486413,10897516549.746567
Odisha,2020,kendujhar district,7996269,14901568896.290657
Odisha,2020,khordha district,93737040,173782327528.42706
Odisha,2020,koraput district,3513121,9104750906.756214
Odisha,2020,malkangiri district,1094707,2713540051.043456
Odisha,2020,mayurbhanj district,5624625,9174255518.065365
Odisha,2020,nabarangpur district,1632963,4210493455.2749715
Odisha,2020,nayagarh district,4569381,7582435635.632662
Odisha,2020,nuapada district,1096643,2569298705.4611588
Odisha,2020,puri district,9915546,15739336612.575554
Odisha,2020,rayagada district,3770642,8804947031.338438
Odisha,2020,sambalpur district,5519941,9641153396.347797
Odisha,2020,sonepur district,1583617,3469633866.399673
Odisha,2020,sundargarh district,8875035,15789781621.593712
Odisha,2021,anugul district,15747425,31813332412.02801
Odisha,2021,balangir district,9786260,20601809857.794846
Odisha,2021,baleshwar district,25351081,47641614706.82272
Odisha,2021,bargarh district,8117610,17565538602.195667
Odisha,2021,bhadrak district,16873393,30514610958.382004
Odisha,2021,boudh district,2260426,5195677737.013371
Odisha,2021,cuttack district,47807892,81477351495.24902
Odisha,2021,deogarh district,1480399,3233695628.8176203
Odisha,2021,dhenkanal district,12529359,22941586752.767094
Odisha,2021,gajapati district,4147902,9690252537.790741
Odisha,2021,ganjam district,36001211,76817640068.63481
Odisha,2021,jagatsinghapur district,14781152,25795777078.69258
Odisha,2021,jajapur district,26945142,46089527870.49521
Odisha,2021,jharsuguda district,10155984,17455196470.38345
Odisha,2021,kalahandi district,9441670,18798542609.7117
Odisha,2021,kandhamal district,6353030,12132144458.247108
Odisha,2021,kendrapara district,14053071,25148953285.73322
Odisha,2021,kendujhar district,18285488,37020197534.6882
Odisha,2021,khordha district,263649279,404379802365.3285
Odisha,2021,koraput district,9160929,22122113353.792393
Odisha,2021,malkangiri district,2595094,7022971969.962479
Odisha,2021,mayurbhanj district,12410496,22960824140.99198
Odisha,2021,nabarangpur district,4037784,10215914368.15584
Odisha,2021,nayagarh district,9433165,16501616608.404945
Odisha,2021,nuapada district,2818486,6665985573.760871
Odisha,2021,puri district,22937621,38126918894.43682
Odisha,2021,rayagada district,9585834,20516678705.334362
Odisha,2021,sambalpur district,13669183,23554215169.425606
Odisha,2021,sonepur district,3381147,7843360978.095426
Odisha,2021,sundargarh district,20775222,38449770095.43179
Odisha,2022,anugul district,34357847,59980418084.87926
Odisha,2022,balangir district,20819111,38135543403.4546
Odisha,2022,baleshwar district,47327107,83891078180.659
Odisha,2022,bargarh district,18230842,34219806995.199646
Odisha,2022,bhadrak district,34118231,55153513856.2338
Odisha,2022,boudh district,4496466,8976652921.378683
Odisha,2022,cuttack district,98546540,152861811098.37866
Odisha,2022,deogarh district,2880870,5873083815.504392
Odisha,2022,dhenkanal district,23833326,38907580338.43613
Odisha,2022,gajapati district,10637058,22427356579.04976
Odisha,2022,ganjam district,72524454,136813386121.91821
Odisha,2022,jagatsinghapur district,28774337,44825901082.50986
Odisha,2022,jajapur district,51447455,78095777733.51587
Odisha,2022,jharsuguda district,20305886,31501008367.190125
Odisha,2022,kalahandi district,19518833,33409845591.203022
Odisha,2022,kandhamal district,9252922,16672434325.662111
Odisha,2022,kendrapara district,25686845,42202740355.09484
Odisha,2022,kendujhar district,35676761,63673841992.30711
Odisha,2022,khordha district,619814668,830238219405.4263
Odisha,2022,koraput district,20282798,41241243215.384605
Odisha,2022,malkangiri district,5846027,13527162341.248333
Odisha,2022,mayurbhanj district,26131302,44401257920.533455
Odisha,2022,nabarangpur district,9429592,20538232200.91203
Odisha,2022,nayagarh district,17052960,27725934504.62713
Odisha,2022,nuapada district,6320494,12611540472.621834
Odisha,2022,puri district,44721509,69042903898.62521
Odisha,2022,rayagada district,18452807,33311660164.884438
Odisha,2022,sambalpur district,30799122,47110026651.67415
Odisha,2022,sonepur district,7021327,14354629264.633621
Odisha,2022,sundargarh district,45179669,76300355101.26924
Odisha,2023,anugul district,54433364,86213576431.0
Odisha,2023,balangir district,36300341,58616373744.0
Odisha,2023,baleshwar district,75754299,124505966925.0
Odisha,2023,bargarh district,29161439,49171347693.0
