State_Name,Year,District,Total_Count,Amount
Tripura,2018,khowai district,62099,74849058.42087016
Tripura,2018,north tripura district,83906,101074879.06258568
Tripura,2018,sepahijala district,120256,139469142.29350966
Tripura,2018,south tripura district,139774,144471339.84013718
Tripura,2018,unakoti district,66340,49036727.71412665
Tripura,2018,west tripura district,539641,730846300.2481894
Tripura,2019,dhalai district,165397,265609145.8529874
Tripura,2019,gomati district,229833,329220194.74651814
Tripura,2019,khowai district,130688,184913754.88028565
Tripura,2019,north tripura district,180992,272053387.6478164
Tripura,2019,sepahijala district,254406,398930802.74933547
Tripura,2019,south tripura district,266087,386304925.5429116
Tripura,2019,unakoti district,105179,150396987.76682836
Tripura,2019,west tripura district,1294443,1844064808.3519297
Tripura,2020,dhalai district,404702,697827830.9232318
Tripura,2020,gomati district,442620,785969944.5591899
Tripura,2020,khowai district,257620,446860006.73843086
Tripura,2020,north tripura district,463496,768467321.5682861
Tripura,2020,sepahijala district,505784,948932936.9043224
Tripura,2020,south tripura district,544719,982132908.0596598
Tripura,2020,unakoti district,229220,418901286.97126734
Tripura,2020,west tripura district,2098636,3832812966.687278
Tripura,2021,dhalai district,618296,1369610991.6848478
Tripura,2021,gomati district,642462,1432900530.0620842
Tripura,2021,khowai district,353650,761880245.8933551
Tripura,2021,north tripura district,785784,1713436232.6942465
Tripura,2021,sepahijala district,737175,1744886275.7591233
Tripura,2021,south tripura district,728227,1698872066.600058
Tripura,2021,unakoti district,392514,853537072.0544922
Tripura,2021,west tripura district,3599637,7089435748.562414
Tripura,2022,dhalai district,1051886,2257993015.4597163
Tripura,2022,gomati district,1097767,2317683686.351293
Tripura,2022,khowai district,609876,1342198844.6377473
Tripura,2022,north tripura district,1519809,3216051368.6971865
Tripura,2022,sepahijala district,1269958,2943174292.358384
Tripura,2022,south tripura district,1118028,2708499754.8062468
Tripura,2022,unakoti district,788776,1789362335.8225477
Tripura,2022,west tripura district,8288523,15651962131.31726
Tripura,2023,dhalai district,1892575,3494296214.0
Tripura,2023,gomati district,1862202,3467018586.0
Tripura,2023,khowai district,1078757,2132009066.0
Tripura,2023,north tripura district,3022684,5463269104.0
Tripura,2023,sepahijala district,2125508,4317911374.0
Tripura,2023,south tripura district,2012529,4151670186.0
Tripura,2023,unakoti district,1384061,2544143277.0
Tripura,2023,west tripura district,10778676,16886318496.0
Uttar Pradesh,2018,agra district,1897667,3325727520.0216336
Uttar Pradesh,2018,aligarh district,1215055,1935535104.1956842
Uttar Pradesh,2018,ambedkar nagar district,845316,915196349.7523236
Uttar Pradesh,2018,amethi district,594951,778638104.4553522
Uttar Pradesh,2018,amroha district,431968,690790933.3680682
Uttar Pradesh,2018,auraiya district,475856,610762789.9933945
Uttar Pradesh,2018,ayodhya district,964686,1214030960.8367424
Uttar Pradesh,2018,azamgarh district,1292406,2002529471.2032976
Uttar Pradesh,2018,baghpat district,403417,768505983.6220326
Uttar Pradesh,2018,bahraich district,508936,719913425.512342
Uttar Pradesh,2018,ballia district,1059785,1791490011.7465773
Uttar Pradesh,2018,balrampur district,256618,537103738.7403188
Uttar Pradesh,2018,banda district,340416,411435833.95794296
Uttar Pradesh,2018,bara banki district,672118,820642052.8093609
Uttar Pradesh,2018,bareilly district,2019928,2473011715.899
Uttar Pradesh,2018,basti district,763234,1215818270.3062758
Uttar Pradesh,2018,bhadohi district,539140,707981652.0663447
Uttar Pradesh,2018,bijnor district,858974,1370636773.5689352
Uttar Pradesh,2018,budaun district,419179,516556039.3864819
Uttar Pradesh,2018,bulandshahr district,892270,1476945110.8558831
Uttar Pradesh,2018,chandauli district,823217,959990325.2382262
Uttar Pradesh,2018,chitrakoot district,179047,248895865.3302655
Uttar Pradesh,2018,deoria district,1218508,1923658797.241819
Uttar Pradesh,2018,etah district,269885,461546765.0212681
Uttar Pradesh,2018,etawah district,478194,698924944.9693358
Uttar Pradesh,2018,farrukhabad district,432083,568786683.592985
Uttar Pradesh,2018,fatehpur district,454740,585344805.4002907
Uttar Pradesh,2018,firozabad district,504178,817241401.5805653
Uttar Pradesh,2018,gautam buddha nagar district,12669723,17776894535.582115
Uttar Pradesh,2018,ghaziabad district,6214716,9746661450.776892
Uttar Pradesh,2018,ghazipur district,1245630,1898832371.577824
Uttar Pradesh,2018,gonda district,716514,1315059043.4112284
Uttar Pradesh,2018,gorakhpur district,2251775,3911413621.348087
Uttar Pradesh,2018,hamirpur district,344232,363892929.19585574
Uttar Pradesh,2018,hapur district,581262,975915761.6769686
Uttar Pradesh,2018,hardoi district,571963,715907961.8168678
Uttar Pradesh,2018,hathras district,335879,488473655.57636595
Uttar Pradesh,2018,jalaun district,553861,618647355.2271987
Uttar Pradesh,2018,jaunpur district,1571188,2398541409.4677916
Uttar Pradesh,2018,jhansi district,1211428,1909331178.1647289
Uttar Pradesh,2018,kannauj district,514853,558054429.4246925
Uttar Pradesh,2018,kanpur dehat district,333549,477387305.4735752
Uttar Pradesh,2018,kanpur nagar district,3308373,4932136315.848343
Uttar Pradesh,2018,kasganj district,243275,333568811.76990277
Uttar Pradesh,2018,kaushambi district,212186,274244010.107097
Uttar Pradesh,2018,kheri district,1497774,1155715097.8752537
Uttar Pradesh,2018,kushinagar district,1565053,2404256561.254672
Uttar Pradesh,2018,lalitpur district,445882,429252796.2289134
Uttar Pradesh,2018,lucknow district,6596093,11233776778.624205
Uttar Pradesh,2018,maharajganj district,928619,1346509799.5925012
Uttar Pradesh,2018,mahoba district,211692,290923361.84517205
Uttar Pradesh,2018,mainpuri district,460118,553224295.2632859
Uttar Pradesh,2018,mathura district,1034595,1830764389.5248199
Uttar Pradesh,2018,mau district,698808,891760476.4126139
Uttar Pradesh,2018,meerut district,1780920,3343921459.44447
Uttar Pradesh,2018,mirzapur district,755571,885613444.657973
Uttar Pradesh,2018,moradabad district,919643,1721237200.1138217
Uttar Pradesh,2018,muzaffarnagar district,869083,1449921182.9253635
Uttar Pradesh,2018,pilibhit district,602993,525634593.16002464
Uttar Pradesh,2018,pratapgarh district,774725,996761529.3473315
Uttar Pradesh,2018,prayagraj district,4127906,5746165757.219917
Uttar Pradesh,2018,rae bareli district,615280,821164806.4210205
Uttar Pradesh,2018,rampur district,803575,769489122.5601077
Uttar Pradesh,2018,saharanpur district,1225677,1765567500.5014982
Uttar Pradesh,2018,sambhal district,337180,526697907.11143863
Uttar Pradesh,2018,sant kabeer nagar district,413400,747208437.4774745
Uttar Pradesh,2018,shahjahanpur district,616818,712490821.9924192
Uttar Pradesh,2018,shamli district,312402,569629480.3044095
Uttar Pradesh,2018,shravasti district,128614,187102020.90106466
Uttar Pradesh,2018,siddharthnagar district,580221,1278145970.6727414
Uttar Pradesh,2018,sitapur district,2152935,1292818148.1753564
Uttar Pradesh,2018,sonbhadra district,891063,1394327051.6775475
Uttar Pradesh,2018,sultanpur district,758010,1030716862.5005722
Uttar Pradesh,2018,unnao district,546698,684155159.0454712
Uttar Pradesh,2018,varanasi district,6521344,5941474974.133673
Uttar Pradesh,2019,agra district,5821816,9921243831.33933
Uttar Pradesh,2019,aligarh district,3377785,5788042258.981526
Uttar Pradesh,2019,ambedkar nagar district,1693606,2425167378.542433
Uttar Pradesh,2019,amethi district,1253474,2014710949.6161218
Uttar Pradesh,2019,amroha district,1010368,2082069832.3402143
Uttar Pradesh,2019,auraiya district,899230,1573828408.1424189
Uttar Pradesh,2019,ayodhya district,2113269,3517180574.197382
Uttar Pradesh,2019,azamgarh district,2761441,5125667935.264875
Uttar Pradesh,2019,baghpat district,1221289,2391328923.191972
Uttar Pradesh,2019,bahraich district,1050085,2024966634.2505145
Uttar Pradesh,2019,ballia district,2452276,4404797017.722761
Uttar Pradesh,2019,balrampur district,668678,1732806043.6966412
Uttar Pradesh,2019,banda district,745024,1115391967.0526924
Uttar Pradesh,2019,bara banki district,1557825,2282479385.392186
Uttar Pradesh,2019,bareilly district,4550886,6579808173.09267
Uttar Pradesh,2019,basti district,1730576,3793123483.8756723
Uttar Pradesh,2019,bhadohi district,1161009,1728931877.071885
Uttar Pradesh,2019,bijnor district,1893852,3559817107.045904
Uttar Pradesh,2019,budaun district,939507,1584792300.6831415
Uttar Pradesh,2019,bulandshahr district,2569075,4706934954.545628
Uttar Pradesh,2019,chandauli district,1617115,2365336869.334548
Uttar Pradesh,2019,chitrakoot district,402032,710917708.7672602
Uttar Pradesh,2019,deoria district,2889076,5193713222.881996
Uttar Pradesh,2019,etah district,717360,1386420037.7167704
Uttar Pradesh,2019,etawah district,1129151,1849904084.388287
Uttar Pradesh,2019,farrukhabad district,960338,1621520194.9667068
Uttar Pradesh,2019,fatehpur district,926729,1571281840.6824863
Uttar Pradesh,2019,firozabad district,1481139,2508659514.5834
Uttar Pradesh,2019,gautam buddha nagar district,49435289,52823307174.93253
Uttar Pradesh,2019,ghaziabad district,23365619,30994703392.439537
Uttar Pradesh,2019,ghazipur district,2723151,4718743009.171344
Uttar Pradesh,2019,gonda district,1585049,3749531072.365231
Uttar Pradesh,2019,gorakhpur district,5406501,10710866489.504322
Uttar Pradesh,2019,hamirpur district,622970,976560259.3421804
Uttar Pradesh,2019,hapur district,1720578,2913412643.6728153
Uttar Pradesh,2019,hardoi district,1213286,1833704493.3663473
Uttar Pradesh,2019,hathras district,879538,1552327856.607012
Uttar Pradesh,2019,jalaun district,1037525,1731891952.6907315
Uttar Pradesh,2019,jaunpur district,3407879,6061102547.487149
Uttar Pradesh,2019,jhansi district,3148561,5548748030.010742
Uttar Pradesh,2019,kannauj district,869068,1287331307.767382
Uttar Pradesh,2019,kanpur dehat district,815536,1508376464.5954928
Uttar Pradesh,2019,kanpur nagar district,11089415,18739380975.621773
Uttar Pradesh,2019,kasganj district,561855,928669425.745081
Uttar Pradesh,2019,kaushambi district,492105,848825354.6098135
Uttar Pradesh,2019,kheri district,2158326,2511304504.941412
Uttar Pradesh,2019,kushinagar district,3515174,6894610003.06675
Uttar Pradesh,2019,lalitpur district,889098,1288484390.7198617
Uttar Pradesh,2019,lucknow district,45262941,87091076249.01906
Uttar Pradesh,2019,maharajganj district,1919902,3666790037.7549825
Uttar Pradesh,2019,mahoba district,425468,732989043.7252557
Uttar Pradesh,2019,mainpuri district,927810,1528349968.6246946
Uttar Pradesh,2019,mathura district,3160876,5875972122.858806
Uttar Pradesh,2019,mau district,1396961,2279134324.551688
Uttar Pradesh,2019,meerut district,5493454,10127310380.42615
Uttar Pradesh,2019,mirzapur district,1623873,2579863419.3129487
Uttar Pradesh,2019,moradabad district,2062728,4426572288.135665
Uttar Pradesh,2019,muzaffarnagar district,1953211,3796665395.322186
Uttar Pradesh,2019,pilibhit district,1110183,1403292844.0963333
Uttar Pradesh,2019,pratapgarh district,1667891,2881727202.2460423
Uttar Pradesh,2019,prayagraj district,10991559,16191972067.50235
Uttar Pradesh,2019,rae bareli district,1304983,2217161328.6795807
Uttar Pradesh,2019,rampur district,1125444,1912817723.285554
Uttar Pradesh,2019,saharanpur district,3286051,5491963928.210016
Uttar Pradesh,2019,sambhal district,705994,1483784977.743932
Uttar Pradesh,2019,sant kabeer nagar district,1019412,2375531215.248989
Uttar Pradesh,2019,shahjahanpur district,1284912,2008264861.742176
Uttar Pradesh,2019,shamli district,784443,1681384896.8212142
Uttar Pradesh,2019,shravasti district,269660,507233863.07829994
Uttar Pradesh,2019,siddharthnagar district,1337871,3494763326.9975634
Uttar Pradesh,2019,sitapur district,2090826,2247641207.646235
Uttar Pradesh,2019,sonbhadra district,1876573,3402789274.5214396
Uttar Pradesh,2019,sultanpur district,1766784,2817666626.5877194
Uttar Pradesh,2019,unnao district,1308118,2002810183.0727224
Uttar Pradesh,2019,varanasi district,11048506,14840510871.797066
Uttar Pradesh,2020,agra district,13941567,26806915411.142494
Uttar Pradesh,2020,aligarh district,8741481,17180613357.041122
Uttar Pradesh,2020,ambedkar nagar district,3202089,5965492418.399721
Uttar Pradesh,2020,amethi district,2700900,5109364977.252569
Uttar Pradesh,2020,amroha district,2769612,6210368725.054701
Uttar Pradesh,2020,auraiya district,2263439,4462598069.082685
Uttar Pradesh,2020,ayodhya district,4303519,8835291946.064318
Uttar Pradesh,2020,azamgarh district,5964483,12130572230.954342
Uttar Pradesh,2020,baghpat district,3437766,7018141311.539966
Uttar Pradesh,2020,bahraich district,2151840,4633903677.721074
Uttar Pradesh,2020,ballia district,5437471,11075720963.335209
Uttar Pradesh,2020,balrampur district,1721565,4356980418.291793
Uttar Pradesh,2020,banda district,1472885,2774439713.934702
Uttar Pradesh,2020,bara banki district,3075601,5395246876.91409
Uttar Pradesh,2020,bareilly district,8042470,15732672192.184853
Uttar Pradesh,2020,basti district,4069057,9208975757.344118
Uttar Pradesh,2020,bhadohi district,2429151,4228800037.9198112
Uttar Pradesh,2020,bijnor district,4752301,9717492143.59124
Uttar Pradesh,2020,budaun district,2419439,4892387224.975178
Uttar Pradesh,2020,bulandshahr district,7394655,13657886466.657059
Uttar Pradesh,2020,chandauli district,3180336,6161093512.483416
Uttar Pradesh,2020,chitrakoot district,932595,1955679976.5107431
Uttar Pradesh,2020,deoria district,6423824,13156967074.022213
Uttar Pradesh,2020,etah district,2128492,4258704330.770916
Uttar Pradesh,2020,etawah district,2703740,5279273172.618513
Uttar Pradesh,2020,farrukhabad district,2407912,4594539140.434843
Uttar Pradesh,2020,fatehpur district,2159930,4081628954.9654536
Uttar Pradesh,2020,firozabad district,3966236,7647957405.149788
Uttar Pradesh,2020,gautam buddha nagar district,71638917,86470861488.36514
Uttar Pradesh,2020,ghaziabad district,41482110,64464977338.88189
Uttar Pradesh,2020,ghazipur district,5584335,11925773485.412533
Uttar Pradesh,2020,gonda district,3637283,9041131425.679535
Uttar Pradesh,2020,gorakhpur district,11900713,26002977859.091953
Uttar Pradesh,2020,hamirpur district,1394837,2789725433.2911334
Uttar Pradesh,2020,hapur district,4423209,8101031050.200701
Uttar Pradesh,2020,hardoi district,2950955,5219013607.950059
Uttar Pradesh,2020,hathras district,2552350,5118703176.757356
Uttar Pradesh,2020,jalaun district,2483385,4908580458.566158
Uttar Pradesh,2020,jaunpur district,7465854,14770794139.445738
Uttar Pradesh,2020,jhansi district,6414132,13441890328.537344
Uttar Pradesh,2020,kannauj district,1929432,3556622184.524114
Uttar Pradesh,2020,kanpur dehat district,2259206,4488847135.958099
Uttar Pradesh,2020,kanpur nagar district,17298082,33604783506.571903
Uttar Pradesh,2020,kasganj district,1457486,2795698475.077327
Uttar Pradesh,2020,kaushambi district,1249641,2507892970.11741
Uttar Pradesh,2020,kheri district,3334725,5631874710.952009
Uttar Pradesh,2020,kushinagar district,7061439,15597236408.11308
Uttar Pradesh,2020,lalitpur district,1821025,3583477237.1230426
Uttar Pradesh,2020,lucknow district,68333208,159718625371.75827
Uttar Pradesh,2020,maharajganj district,3649820,8375757468.869741
Uttar Pradesh,2020,mahoba district,988984,1976108900.6853352
Uttar Pradesh,2020,mainpuri district,2489597,4920120613.635023
Uttar Pradesh,2020,mathura district,7652138,15204550007.914537
Uttar Pradesh,2020,mau district,2838747,5643843483.134306
Uttar Pradesh,2020,meerut district,14532822,30741889977.951027
Uttar Pradesh,2020,mirzapur district,3276324,6555717928.887955
Uttar Pradesh,2020,moradabad district,5163472,11825803358.60425
Uttar Pradesh,2020,muzaffarnagar district,4997282,10083367202.01886
Uttar Pradesh,2020,pilibhit district,2018287,3568865681.9385695
Uttar Pradesh,2020,pratapgarh district,4108361,8167227911.825348
Uttar Pradesh,2020,prayagraj district,17449778,32780823956.716286
Uttar Pradesh,2020,rae bareli district,2832338,5576697943.217056
Uttar Pradesh,2020,rampur district,2276451,4843624998.969159
Uttar Pradesh,2020,saharanpur district,7704545,15703922911.532476
Uttar Pradesh,2020,sambhal district,1854797,4468059699.288161
Uttar Pradesh,2020,sant kabeer nagar district,2450572,5840704680.575098
Uttar Pradesh,2020,shahjahanpur district,2743017,5093709166.033813
Uttar Pradesh,2020,shamli district,2150024,4657575825.690506
Uttar Pradesh,2020,shravasti district,571452,1280134015.804795
Uttar Pradesh,2020,siddharthnagar district,3455973,8274834299.659437
Uttar Pradesh,2020,sitapur district,2933985,5083626258.30195
Uttar Pradesh,2020,sonbhadra district,3794681,7875210764.28586
Uttar Pradesh,2020,sultanpur district,3367702,6460976643.951757
Uttar Pradesh,2020,unnao district,2992753,5135762700.1726675
Uttar Pradesh,2020,varanasi district,14503291,26870091613.927547
Uttar Pradesh,2021,agra district,32874513,63277933837.93879
Uttar Pradesh,2021,aligarh district,21755135,42418529387.55295
Uttar Pradesh,2021,ambedkar nagar district,6206474,13674299167.46181
Uttar Pradesh,2021,amethi district,5587313,12228718826.586304
Uttar Pradesh,2021,amroha district,6862425,16605156963.06317
Uttar Pradesh,2021,auraiya district,4656314,9919451132.17878
Uttar Pradesh,2021,ayodhya district,10014805,21529865514.020546
Uttar Pradesh,2021,azamgarh district,12759311,29233565998.609795
Uttar Pradesh,2021,baghpat district,7481475,15287968329.502403
Uttar Pradesh,2021,bahraich district,4467347,11362995781.491272
Uttar Pradesh,2021,ballia district,11735858,25828557031.336452
Uttar Pradesh,2021,balrampur district,3699740,11159209713.59587
Uttar Pradesh,2021,banda district,2966436,6643424386.626518
Uttar Pradesh,2021,bara banki district,6439300,12971268657.243587
Uttar Pradesh,2021,bareilly district,17557162,37293751797.1498
Uttar Pradesh,2021,basti district,8209866,21207987652.962845
Uttar Pradesh,2021,bhadohi district,4731349,9179540621.175137
Uttar Pradesh,2021,bijnor district,10811807,24165204196.88261
Uttar Pradesh,2021,budaun district,5377211,12629621259.030462
Uttar Pradesh,2021,bulandshahr district,16967242,32531692559.864418
Uttar Pradesh,2021,chandauli district,6567136,14472156742.363468
Uttar Pradesh,2021,chitrakoot district,1892627,4701638449.945955
Uttar Pradesh,2021,deoria district,13400279,29577191564.455322
Uttar Pradesh,2021,etah district,4821739,10721922604.31302
Uttar Pradesh,2021,etawah district,6555869,13300039548.138288
Uttar Pradesh,2021,farrukhabad district,5284158,11069133699.314056
Uttar Pradesh,2021,fatehpur district,4430610,9957584383.754862
Uttar Pradesh,2021,firozabad district,9424625,19537794539.837883
Uttar Pradesh,2021,gautam buddha nagar district,154947435,192827539895.9521
Uttar Pradesh,2021,ghaziabad district,83502269,135756846802.66866
Uttar Pradesh,2021,ghazipur district,12026897,27833663614.83342
Uttar Pradesh,2021,gonda district,7178281,20244555668.358097
Uttar Pradesh,2021,gorakhpur district,28223935,61771036570.44249
Uttar Pradesh,2021,hamirpur district,2687753,6452999155.121202
Uttar Pradesh,2021,hapur district,10322811,18599942848.380226
Uttar Pradesh,2021,hardoi district,5641544,12249007901.308327
Uttar Pradesh,2021,hathras district,5614226,11787865044.2257
Uttar Pradesh,2021,jalaun district,5380871,11947162430.381664
Uttar Pradesh,2021,jaunpur district,14490399,32812592324.050747
Uttar Pradesh,2021,jhansi district,14792466,31189007565.901054
Uttar Pradesh,2021,kannauj district,4253985,8891291765.774752
Uttar Pradesh,2021,kanpur dehat district,4655452,10429370438.344414
Uttar Pradesh,2021,kanpur nagar district,37514535,71548772421.42303
Uttar Pradesh,2021,kasganj district,3238500,7243083487.728267
Uttar Pradesh,2021,kaushambi district,2606245,6182190133.599154
Uttar Pradesh,2021,kheri district,6120075,12365085331.27937
Uttar Pradesh,2021,kushinagar district,14954219,35042524221.287674
Uttar Pradesh,2021,lalitpur district,4447761,8764322758.603727
Uttar Pradesh,2021,lucknow district,195329357,345776175535.3625
Uttar Pradesh,2021,maharajganj district,7384818,18807995548.081486
Uttar Pradesh,2021,mahoba district,2163334,4981925063.429195
Uttar Pradesh,2021,mainpuri district,5759274,12548950773.550694
Uttar Pradesh,2021,mathura district,19564376,38345604729.54574
Uttar Pradesh,2021,mau district,6065033,13550430571.445286
Uttar Pradesh,2021,meerut district,42460445,79436195382.9015
Uttar Pradesh,2021,mirzapur district,6427274,14961168830.839354
Uttar Pradesh,2021,moradabad district,12973305,30685090847.2723
Uttar Pradesh,2021,muzaffarnagar district,12533661,25929957769.762226
Uttar Pradesh,2021,pilibhit district,3855599,8387917456.69489
Uttar Pradesh,2021,pratapgarh district,8799251,19433614910.122192
Uttar Pradesh,2021,prayagraj district,40822695,73574546624.57506
Uttar Pradesh,2021,rae bareli district,5875840,12588816087.10247
Uttar Pradesh,2021,rampur district,5622792,13586347135.153175
Uttar Pradesh,2021,saharanpur district,20275117,40815667173.52988
Uttar Pradesh,2021,sambhal district,4494189,12140602384.16679
Uttar Pradesh,2021,sant kabeer nagar district,4776635,13033079705.731913
Uttar Pradesh,2021,shahjahanpur district,5512099,12034398185.246405
Uttar Pradesh,2021,shamli district,5082233,11355413566.960287
Uttar Pradesh,2021,shravasti district,1137309,3023369651.111954
Uttar Pradesh,2021,siddharthnagar district,7321167,20538523553.79949
Uttar Pradesh,2021,sitapur district,5522285,11579785793.027266
Uttar Pradesh,2021,sonbhadra district,8459756,18027873207.436985
Uttar Pradesh,2021,sultanpur district,6885360,14850748955.974874
Uttar Pradesh,2021,unnao district,5689685,11831364947.88869
Uttar Pradesh,2021,varanasi district,32219320,61181258979.32902
Uttar Pradesh,2022,agra district,85523087,148135651508.11957
Uttar Pradesh,2022,aligarh district,53283732,90939461220.00526
Uttar Pradesh,2022,ambedkar nagar district,12793957,25786854483.21006
Uttar Pradesh,2022,amethi district,11514548,23358207728.551685
Uttar Pradesh,2022,amroha district,24100503,45647621303.42947
Uttar Pradesh,2022,auraiya district,9544455,18483587552.742596
Uttar Pradesh,2022,ayodhya district,20640822,40047691521.40527
Uttar Pradesh,2022,azamgarh district,31217949,61415226943.137245
Uttar Pradesh,2022,baghpat district,15915244,28197202774.050724
Uttar Pradesh,2022,bahraich district,10718011,23262255224.636337
Uttar Pradesh,2022,ballia district,24281774,47516089895.49594
Uttar Pradesh,2022,balrampur district,7946196,19085030913.666393
Uttar Pradesh,2022,banda district,6547769,13425745570.90789
Uttar Pradesh,2022,bara banki district,14157606,26305761695.809364
Uttar Pradesh,2022,bareilly district,43117466,82240691605.32574
Uttar Pradesh,2022,basti district,16435820,38105819756.7936
Uttar Pradesh,2022,bhadohi district,9188267,16310318964.82608
Uttar Pradesh,2022,bijnor district,41109816,72586007895.21161
Uttar Pradesh,2022,budaun district,13180849,26970241656.824913
Uttar Pradesh,2022,bulandshahr district,42256379,71298400008.44348
Uttar Pradesh,2022,chandauli district,13541569,28086474303.424377
Uttar Pradesh,2022,chitrakoot district,4562838,10030305151.262783
Uttar Pradesh,2022,deoria district,26219774,50950533473.43445
Uttar Pradesh,2022,etah district,11555083,21969838581.864014
Uttar Pradesh,2022,etawah district,14016457,25675356984.060608
Uttar Pradesh,2022,farrukhabad district,11801838,21861335086.96123
Uttar Pradesh,2022,fatehpur district,9114049,19571816378.879
Uttar Pradesh,2022,firozabad district,20697612,39114530780.986694
Uttar Pradesh,2022,gautam buddha nagar district,311053815,366600390315.13446
Uttar Pradesh,2022,ghaziabad district,158781297,245892598039.93964
Uttar Pradesh,2022,ghazipur district,25607590,51522670972.88431
Uttar Pradesh,2022,gonda district,15715353,36561732502.42561
Uttar Pradesh,2022,gorakhpur district,53066967,104306380469.8644
Uttar Pradesh,2022,hamirpur district,6234146,12673361293.981598
Uttar Pradesh,2022,hapur district,25163771,40643882581.235466
Uttar Pradesh,2022,hardoi district,12303707,24700716930.265274
Uttar Pradesh,2022,hathras district,12623118,23639237222.37198
Uttar Pradesh,2022,jalaun district,12702733,24280582231.45735
Uttar Pradesh,2022,jaunpur district,32395991,63095777114.670654
Uttar Pradesh,2022,jhansi district,30653053,57497975091.62366
Uttar Pradesh,2022,kannauj district,10170027,18485011400.491673
Uttar Pradesh,2022,kanpur dehat district,9450740,19955979825.197273
Uttar Pradesh,2022,kanpur nagar district,94301046,160570523252.97003
Uttar Pradesh,2022,kasganj district,7480959,14562710833.544413
Uttar Pradesh,2022,kaushambi district,5174564,11853432168.523
Uttar Pradesh,2022,kheri district,13491191,24846614803.63476
Uttar Pradesh,2022,kushinagar district,30407662,63401310389.61008
Uttar Pradesh,2022,lalitpur district,10568989,16465529867.485163
Uttar Pradesh,2022,lucknow district,427689274,660942603882.0095
Uttar Pradesh,2022,maharajganj district,14879728,32803196334.93889
Uttar Pradesh,2022,mahoba district,5905966,10558164282.951859
Uttar Pradesh,2022,mainpuri district,13758943,25724228372.668316
Uttar Pradesh,2022,mathura district,47418979,82099263468.3524
Uttar Pradesh,2022,mau district,13721109,26463100248.04986
Uttar Pradesh,2022,meerut district,96779034,160150211782.85425
Uttar Pradesh,2022,mirzapur district,13554801,28656983773.018448
Uttar Pradesh,2022,moradabad district,43177548,82894675279.98615
Uttar Pradesh,2022,muzaffarnagar district,32443185,58987096349.43029
Uttar Pradesh,2022,pilibhit district,9696430,19133093256.483994
Uttar Pradesh,2022,pratapgarh district,18549567,36798762335.10427
Uttar Pradesh,2022,prayagraj district,85524256,133684463457.50345
Uttar Pradesh,2022,rae bareli district,12007486,23586963700.290264
Uttar Pradesh,2022,rampur district,14407630,31932792210.350033
Uttar Pradesh,2022,saharanpur district,42903382,80995737714.45374
Uttar Pradesh,2022,sambhal district,16012399,33167655342.47744
Uttar Pradesh,2022,sant kabeer nagar district,9372190,22720206748.77605
Uttar Pradesh,2022,shahjahanpur district,12201581,24976570106.95147
Uttar Pradesh,2022,shamli district,12960453,24389612633.890755
Uttar Pradesh,2022,shravasti district,2541309,5686270196.515405
Uttar Pradesh,2022,siddharthnagar district,15136930,37022201286.151215
Uttar Pradesh,2022,sitapur district,12278408,23280999232.20269
Uttar Pradesh,2022,sonbhadra district,17904717,33615972762.132187
Uttar Pradesh,2022,sultanpur district,13856479,27268794305.071823
Uttar Pradesh,2022,unnao district,11355821,23004628517.519913
Uttar Pradesh,2022,varanasi district,110842371,179908485654.41434
Uttar Pradesh,2023,agra district,107996164,170676557007.0
Uttar Pradesh,2023,aligarh district,76103812,114638733169.0
Uttar Pradesh,2023,ambedkar nagar district,24337511,40737245009.0
Uttar Pradesh,2023,amethi district,21483647,36524834322.0
Uttar Pradesh,2023,amroha district,33193869,57344070669.0
Uttar Pradesh,2023,auraiya district,17839406,28953850350.0
Uttar Pradesh,2023,ayodhya district,34747866,57505707885.0
Uttar Pradesh,2023,azamgarh district,53596404,89411513045.0
Uttar Pradesh,2023,baghpat district,28110665,42612055216.0
Uttar Pradesh,2023,bahraich district,21297742,38324658816.0
Uttar Pradesh,2023,ballia district,44078003,72677504379.0
Uttar Pradesh,2023,balrampur district,15510488,28528247010.0
Uttar Pradesh,2023,banda district,12334212,21145299669.0
Uttar Pradesh,2023,bara banki district,27198349,42178857128.0
Uttar Pradesh,2023,bareilly district,68980252,115369921955.0
Uttar Pradesh,2023,basti district,31307568,58172618418.0
Uttar Pradesh,2023,bhadohi district,14818564,22644657361.0
Uttar Pradesh,2023,bijnor district,43408531,74085472712.0
Uttar Pradesh,2023,budaun district,25929722,43866159353.0
Uttar Pradesh,2023,bulandshahr district,67528548,97984897600.0
Uttar Pradesh,2023,chandauli district,25457968,44142871736.0
Uttar Pradesh,2023,chitrakoot district,8060020,14873667130.0
Uttar Pradesh,2023,deoria district,48405675,76965083160.0
Uttar Pradesh,2023,etah district,22125439,34567371025.0
Uttar Pradesh,2023,etawah district,26100823,40866780338.0
Uttar Pradesh,2023,farrukhabad district,22687783,34814103872.0
Uttar Pradesh,2023,fatehpur district,16467652,30116466929.0
Uttar Pradesh,2023,firozabad district,38163746,61125291969.0
Uttar Pradesh,2023,gautam buddha nagar district,468738732,451839007362.0
Uttar Pradesh,2023,ghaziabad district,236521121,319686961769.0
Uttar Pradesh,2023,ghazipur district,45633538,75888094110.0
Uttar Pradesh,2023,gonda district,29714713,55848707340.0
Uttar Pradesh,2023,gorakhpur district,80457615,137223924526.0
Uttar Pradesh,2023,hamirpur district,12124778,20141351314.0
