State_Name,Year,District,Total_Count
Kerala,2019,kottayam district,634483
Kerala,2019,kozhikode district,1103618
Kerala,2019,malappuram district,1066571
Kerala,2019,palakkad district,759659
Kerala,2019,pathanamthitta district,319830
Kerala,2019,thiruvananthapuram district,1268936
Kerala,2019,thrissur district,967033
Kerala,2019,wayanad district,266737
Kerala,2020,alappuzha district,1217744
Kerala,2020,ernakulam district,3472656
Kerala,2020,idukki district,631226
Kerala,2020,kannur district,1479422
Kerala,2020,kasaragod district,658438
Kerala,2020,kollam district,1412890
Kerala,2020,kottayam district,1163887
Kerala,2020,kozhikode district,2063170
Kerala,2020,malappuram district,1985488
Kerala,2020,palakkad district,1426689
Kerala,2020,pathanamthitta district,617859
Kerala,2020,thiruvananthapuram district,2336504
Kerala,2020,thrissur district,1781195
Kerala,2020,wayanad district,529461
Kerala,2021,alappuzha district,1823882
Kerala,2021,ernakulam district,4992915
Kerala,2021,idukki district,944220
Kerala,2021,kannur district,2201801
Kerala,2021,kasaragod district,1012082
Kerala,2021,kollam district,2133800
Kerala,2021,kottayam district,1723739
Kerala,2021,kozhikode district,3057527
Kerala,2021,malappuram district,2996820
Kerala,2021,palakkad district,2123248
Kerala,2021,pathanamthitta district,926455
Kerala,2021,thiruvananthapuram district,3402447
Kerala,2021,thrissur district,2637252
Kerala,2021,wayanad district,800073
Kerala,2022,alappuzha district,2313535
Kerala,2022,ernakulam district,6283923
Kerala,2022,idukki district,1198946
Kerala,2022,kannur district,2761777
Kerala,2022,kasaragod district,1268384
Kerala,2022,kollam district,2697498
Kerala,2022,kottayam district,2181619
Kerala,2022,kozhikode district,3820556
Kerala,2022,malappuram district,3751802
Kerala,2022,palakkad district,2677930
Kerala,2022,pathanamthitta district,1172022
Kerala,2022,thiruvananthapuram district,4273784
Kerala,2022,thrissur district,3318742
Kerala,2022,wayanad district,1010393
Kerala,2023,alappuzha district,2027947
Kerala,2023,ernakulam district,5485103
Kerala,2023,idukki district,1045970
Kerala,2023,kannur district,2396095
Kerala,2023,kasaragod district,1097475
Kerala,2023,kollam district,2359936
Kerala,2023,kottayam district,1906955
Kerala,2023,kozhikode district,3309401
Kerala,2023,malappuram district,3249079
Kerala,2023,palakkad district,2332698
Kerala,2023,pathanamthitta district,1023258
Kerala,2023,thiruvananthapuram district,3725962
Kerala,2023,thrissur district,2891111
Kerala,2023,wayanad district,878217
Ladakh,2018,kargil district,11282
Ladakh,2018,leh ladakh district,52052
Ladakh,2019,kargil district,28940
Ladakh,2019,leh ladakh district,118506
Ladakh,2020,kargil district,48378
Ladakh,2020,leh ladakh district,175700
Ladakh,2021,kargil district,71486
Ladakh,2021,leh ladakh district,241748
Ladakh,2022,kargil district,91650
Ladakh,2022,leh ladakh district,306995
Ladakh,2023,kargil district,79744
Ladakh,2023,leh ladakh district,267418
Lakshadweep,2018,lakshadweep district,3261
Lakshadweep,2019,lakshadweep district,7707
Lakshadweep,2020,lakshadweep district,13782
Lakshadweep,2021,lakshadweep district,20398
Lakshadweep,2022,lakshadweep district,25923
Lakshadweep,2023,lakshadweep district,22764
Madhya Pradesh,2018,agar malwa district,78285
Madhya Pradesh,2018,alirajpur district,27246
Madhya Pradesh,2018,anuppur district,117470
Madhya Pradesh,2018,ashoknagar district,107240
Madhya Pradesh,2018,balaghat district,246347
Madhya Pradesh,2018,barwani district,105282
Madhya Pradesh,2018,betul district,301149
Madhya Pradesh,2018,bhind district,222501
Madhya Pradesh,2018,bhopal district,1751520
Madhya Pradesh,2018,burhanpur district,102314
Madhya Pradesh,2018,chhatarpur district,223505
Madhya Pradesh,2018,chhindwara district,401276
Madhya Pradesh,2018,damoh district,152749
Madhya Pradesh,2018,datia district,109804
Madhya Pradesh,2018,dewas district,382737
Madhya Pradesh,2018,dhar district,397947
Madhya Pradesh,2018,dindori district,45743
Madhya Pradesh,2018,east nimar district,182004
Madhya Pradesh,2018,guna district,241026
Madhya Pradesh,2018,gwalior district,857257
Madhya Pradesh,2018,harda district,111282
Madhya Pradesh,2018,hoshangabad district,307986
Madhya Pradesh,2018,indore district,2144981
Madhya Pradesh,2018,jabalpur district,713607
Madhya Pradesh,2018,jhabua district,64569
Madhya Pradesh,2018,katni district,182422
Madhya Pradesh,2018,khargone district,261685
Madhya Pradesh,2018,mandla district,93285
Madhya Pradesh,2018,mandsaur district,262902
Madhya Pradesh,2018,morena district,270489
Madhya Pradesh,2018,narsinghpur district,233853
Madhya Pradesh,2018,neemuch district,172462
Madhya Pradesh,2018,niwari district,43869
Madhya Pradesh,2018,panna district,87728
Madhya Pradesh,2018,raisen district,287174
Madhya Pradesh,2018,rajgarh district,252290
Madhya Pradesh,2018,ratlam district,305765
Madhya Pradesh,2018,rewa district,459824
Madhya Pradesh,2018,sagar district,464551
Madhya Pradesh,2018,satna district,378335
Madhya Pradesh,2018,sehore district,373077
Madhya Pradesh,2018,seoni district,187407
Madhya Pradesh,2018,shahdol district,166037
Madhya Pradesh,2018,shajapur district,188183
Madhya Pradesh,2018,sheopur district,63805
Madhya Pradesh,2018,shivpuri district,170615
Madhya Pradesh,2018,sidhi district,129523
Madhya Pradesh,2018,singrauli district,268310
Madhya Pradesh,2018,tikamgarh district,102422
Madhya Pradesh,2018,ujjain district,519321
Madhya Pradesh,2018,umaria district,73826
Madhya Pradesh,2018,vidisha district,275029
Madhya Pradesh,2019,agar malwa district,165339
Madhya Pradesh,2019,alirajpur district,68484
Madhya Pradesh,2019,anuppur district,238455
Madhya Pradesh,2019,ashoknagar district,211562
Madhya Pradesh,2019,balaghat district,532857
Madhya Pradesh,2019,barwani district,235251
Madhya Pradesh,2019,betul district,590063
Madhya Pradesh,2019,bhind district,467737
Madhya Pradesh,2019,bhopal district,3200002
Madhya Pradesh,2019,burhanpur district,206146
Madhya Pradesh,2019,chhatarpur district,476753
Madhya Pradesh,2019,chhindwara district,816766
Madhya Pradesh,2019,damoh district,300668
Madhya Pradesh,2019,datia district,219559
Madhya Pradesh,2019,dewas district,752939
Madhya Pradesh,2019,dhar district,814142
Madhya Pradesh,2019,dindori district,113326
Madhya Pradesh,2019,east nimar district,373904
Madhya Pradesh,2019,guna district,491451
Madhya Pradesh,2019,gwalior district,1584677
Madhya Pradesh,2019,harda district,209827
Madhya Pradesh,2019,hoshangabad district,590935
Madhya Pradesh,2019,indore district,4052770
Madhya Pradesh,2019,jabalpur district,1435000
Madhya Pradesh,2019,jhabua district,148799
Madhya Pradesh,2019,katni district,393568
Madhya Pradesh,2019,khargone district,537234
Madhya Pradesh,2019,mandla district,225084
Madhya Pradesh,2019,mandsaur district,549475
Madhya Pradesh,2019,morena district,560300
Madhya Pradesh,2019,narsinghpur district,459311
Madhya Pradesh,2019,neemuch district,356064
Madhya Pradesh,2019,niwari district,94091
Madhya Pradesh,2019,panna district,190241
Madhya Pradesh,2019,raisen district,561879
Madhya Pradesh,2019,rajgarh district,520644
Madhya Pradesh,2019,ratlam district,619673
Madhya Pradesh,2019,rewa district,892941
Madhya Pradesh,2019,sagar district,930174
Madhya Pradesh,2019,satna district,774829
Madhya Pradesh,2019,sehore district,714411
Madhya Pradesh,2019,seoni district,402055
Madhya Pradesh,2019,shahdol district,343222
Madhya Pradesh,2019,shajapur district,374216
Madhya Pradesh,2019,sheopur district,135697
Madhya Pradesh,2019,shivpuri district,376733
Madhya Pradesh,2019,sidhi district,270860
Madhya Pradesh,2019,singrauli district,496615
Madhya Pradesh,2019,tikamgarh district,221977
Madhya Pradesh,2019,ujjain district,1056690
Madhya Pradesh,2019,umaria district,155332
Madhya Pradesh,2019,vidisha district,550752
Madhya Pradesh,2020,agar malwa district,280980
Madhya Pradesh,2020,alirajpur district,133762
Madhya Pradesh,2020,anuppur district,362200
Madhya Pradesh,2020,ashoknagar district,341520
Madhya Pradesh,2020,balaghat district,877090
Madhya Pradesh,2020,barwani district,417763
Madhya Pradesh,2020,betul district,916511
Madhya Pradesh,2020,bhind district,770863
Madhya Pradesh,2020,bhopal district,4494725
Madhya Pradesh,2020,burhanpur district,353792
Madhya Pradesh,2020,chhatarpur district,796476
Madhya Pradesh,2020,chhindwara district,1277132
Madhya Pradesh,2020,damoh district,475961
Madhya Pradesh,2020,datia district,341162
Madhya Pradesh,2020,dewas district,1156341
Madhya Pradesh,2020,dhar district,1310197
Madhya Pradesh,2020,dindori district,198435
Madhya Pradesh,2020,east nimar district,616162
Madhya Pradesh,2020,guna district,812813
Madhya Pradesh,2020,gwalior district,2316679
Madhya Pradesh,2020,harda district,321395
Madhya Pradesh,2020,hoshangabad district,898085
Madhya Pradesh,2020,indore district,5867614
Madhya Pradesh,2020,jabalpur district,2129045
Madhya Pradesh,2020,jhabua district,287177
Madhya Pradesh,2020,katni district,626125
Madhya Pradesh,2020,khargone district,885053
Madhya Pradesh,2020,mandla district,385142
Madhya Pradesh,2020,mandsaur district,883547
Madhya Pradesh,2020,morena district,915742
Madhya Pradesh,2020,narsinghpur district,696168
Madhya Pradesh,2020,neemuch district,567586
Madhya Pradesh,2020,niwari district,151126
Madhya Pradesh,2020,panna district,312780
Madhya Pradesh,2020,raisen district,873752
Madhya Pradesh,2020,rajgarh district,845644
Madhya Pradesh,2020,ratlam district,984598
Madhya Pradesh,2020,rewa district,1317314
Madhya Pradesh,2020,sagar district,1404382
Madhya Pradesh,2020,satna district,1187918
Madhya Pradesh,2020,sehore district,1056272
Madhya Pradesh,2020,seoni district,642648
Madhya Pradesh,2020,shahdol district,529910
Madhya Pradesh,2020,shajapur district,600183
Madhya Pradesh,2020,sheopur district,230299
Madhya Pradesh,2020,shivpuri district,669688
Madhya Pradesh,2020,sidhi district,435097
Madhya Pradesh,2020,singrauli district,721415
Madhya Pradesh,2020,tikamgarh district,373865
Madhya Pradesh,2020,ujjain district,1656209
Madhya Pradesh,2020,umaria district,243943
Madhya Pradesh,2020,vidisha district,877679
Madhya Pradesh,2021,agar malwa district,415052
Madhya Pradesh,2021,alirajpur district,204638
Madhya Pradesh,2021,anuppur district,505536
Madhya Pradesh,2021,ashoknagar district,494685
Madhya Pradesh,2021,balaghat district,1247988
Madhya Pradesh,2021,barwani district,615888
Madhya Pradesh,2021,betul district,1277146
Madhya Pradesh,2021,bhind district,1090743
Madhya Pradesh,2021,bhopal district,5936678
Madhya Pradesh,2021,burhanpur district,515441
Madhya Pradesh,2021,chhatarpur district,1142138
Madhya Pradesh,2021,chhindwara district,1786900
Madhya Pradesh,2021,damoh district,677041
Madhya Pradesh,2021,datia district,478679
Madhya Pradesh,2021,dewas district,1604227
Madhya Pradesh,2021,dhar district,1866062
Madhya Pradesh,2021,dindori district,295598
Madhya Pradesh,2021,east nimar district,886361
Madhya Pradesh,2021,guna district,1150268
Madhya Pradesh,2021,gwalior district,3132852
Madhya Pradesh,2021,harda district,448532
Madhya Pradesh,2021,hoshangabad district,1242431
Madhya Pradesh,2021,indore district,7854495
Madhya Pradesh,2021,jabalpur district,2886996
Madhya Pradesh,2021,jhabua district,438480
Madhya Pradesh,2021,katni district,878258
Madhya Pradesh,2021,khargone district,1265417
Madhya Pradesh,2021,mandla district,556447
Madhya Pradesh,2021,mandsaur district,1262558
Madhya Pradesh,2021,morena district,1304856
Madhya Pradesh,2021,narsinghpur district,957828
Madhya Pradesh,2021,neemuch district,803850
Madhya Pradesh,2021,niwari district,216291
Madhya Pradesh,2021,panna district,448646
Madhya Pradesh,2021,raisen district,1222523
Madhya Pradesh,2021,rajgarh district,1225838
Madhya Pradesh,2021,ratlam district,1392967
Madhya Pradesh,2021,rewa district,1803103
Madhya Pradesh,2021,sagar district,1937995
Madhya Pradesh,2021,satna district,1648526
Madhya Pradesh,2021,sehore district,1450423
Madhya Pradesh,2021,seoni district,910198
Madhya Pradesh,2021,shahdol district,743415
Madhya Pradesh,2021,shajapur district,849574
Madhya Pradesh,2021,sheopur district,334342
Madhya Pradesh,2021,shivpuri district,995672
Madhya Pradesh,2021,sidhi district,619896
Madhya Pradesh,2021,singrauli district,994028
Madhya Pradesh,2021,tikamgarh district,546795
Madhya Pradesh,2021,ujjain district,2301464
Madhya Pradesh,2021,umaria district,346709
Madhya Pradesh,2021,vidisha district,1234364
Madhya Pradesh,2022,agar malwa district,545661
Madhya Pradesh,2022,alirajpur district,268448
Madhya Pradesh,2022,anuppur district,651494
Madhya Pradesh,2022,ashoknagar district,642546
Madhya Pradesh,2022,balaghat district,1606344
Madhya Pradesh,2022,barwani district,796537
Madhya Pradesh,2022,betul district,1636026
Madhya Pradesh,2022,bhind district,1417984
Madhya Pradesh,2022,bhopal district,7475060
Madhya Pradesh,2022,burhanpur district,663803
Madhya Pradesh,2022,chhatarpur district,1483127
Madhya Pradesh,2022,chhindwara district,2286966
Madhya Pradesh,2022,damoh district,871286
Madhya Pradesh,2022,datia district,618277
Madhya Pradesh,2022,dewas district,2058028
Madhya Pradesh,2022,dhar district,2408527
Madhya Pradesh,2022,dindori district,386967
Madhya Pradesh,2022,east nimar district,1151779
Madhya Pradesh,2022,guna district,1496283
Madhya Pradesh,2022,gwalior district,3986316
Madhya Pradesh,2022,harda district,574349
Madhya Pradesh,2022,hoshangabad district,1589560
Madhya Pradesh,2022,indore district,9902131
Madhya Pradesh,2022,jabalpur district,3649786
Madhya Pradesh,2022,jhabua district,574603
Madhya Pradesh,2022,katni district,1127668
Madhya Pradesh,2022,khargone district,1632598
Madhya Pradesh,2022,mandla district,721620
Madhya Pradesh,2022,mandsaur district,1642286
Madhya Pradesh,2022,morena district,1693195
Madhya Pradesh,2022,narsinghpur district,1224292
Madhya Pradesh,2022,neemuch district,1042473
Madhya Pradesh,2022,niwari district,282664
Madhya Pradesh,2022,panna district,583089
Madhya Pradesh,2022,raisen district,1572623
Madhya Pradesh,2022,rajgarh district,1604276
Madhya Pradesh,2022,ratlam district,1796450
Madhya Pradesh,2022,rewa district,2314664
Madhya Pradesh,2022,sagar district,2485150
Madhya Pradesh,2022,satna district,2117816
Madhya Pradesh,2022,sehore district,1866139
Madhya Pradesh,2022,seoni district,1174111
Madhya Pradesh,2022,shahdol district,953231
Madhya Pradesh,2022,shajapur district,1101535
Madhya Pradesh,2022,sheopur district,436306
Madhya Pradesh,2022,shivpuri district,1304143
Madhya Pradesh,2022,sidhi district,804958
Madhya Pradesh,2022,singrauli district,1283611
Madhya Pradesh,2022,tikamgarh district,718484
Madhya Pradesh,2022,ujjain district,2953022
